ID,Longitude,Latitude,year,month,LST_d,LST_n
1943,-46.5,-12.5,2020,11,31.8771362285714,22.289993275
1944,-46.5,-12.5,2020,12,31.9577704444445,21.58499145
1945,-46.5,-12.5,2021,1,30.9014173214286,22.35999146
1946,-46.5,-12.5,2021,2,28.779983525,19.0400085
1947,-46.5,-12.5,2021,3,29.2183252916667,21.8966573166667
1948,-46.5,-12.5,2021,4,28.4666544666667,21.56799314
1949,-46.5,-12.5,2021,5,29.2682297588235,19.3853312
1950,-46.5,-12.5,2021,6,31.4466637444445,18.7399956235294
1951,-46.5,-12.5,2021,7,32.6433270833333,18.3704316521739
1952,-46.5,-12.5,2021,8,36.0245389090909,19.6581753863636
1953,-46.5,-12.5,2021,9,41.5266587888889,22.7711045944444
1954,-46.5,-12.5,2021,10,39.71999207,23.5949974
1955,-46.5,-12.5,2021,11,31.85998535,NA
1956,-46.5,-11.5,2015,1,33.1138399538462,19.9299926833333
1957,-46.5,-11.5,2015,2,26.4133249916667,19.3733316666667
1958,-46.5,-11.5,2015,3,28.4600067,18.8399963
1959,-46.5,-11.5,2015,4,27.49599612,19.37199098
1960,-46.5,-11.5,2015,5,29.4038042380952,18.53399657
1961,-46.5,-11.5,2015,6,31.488992305,17.0694660315789
1962,-46.5,-11.5,2015,7,32.519193116,16.9233228888889
1963,-46.5,-11.5,2015,8,35.9066569037037,16.3342779285714
1964,-46.5,-11.5,2015,9,43.2226045,18.7714189714286
1965,-46.5,-11.5,2015,10,45.7231509526316,19.7536781736842
1966,-46.5,-11.5,2015,11,40.4499944083333,19.854991925
1967,-46.5,-11.5,2015,12,38.0671365,19.99332682
1968,-46.5,-11.5,2016,1,28.2899933,18.019989
1969,-46.5,-11.5,2016,2,31.0261465307692,19.50799254
1970,-46.5,-11.5,2016,3,34.9015291692308,20.60749435
1971,-46.5,-11.5,2016,4,35.29142325,18.5145402272727
1972,-46.5,-11.5,2016,5,36.4013265,18.18124390625
1973,-46.5,-11.5,2016,6,34.4472642318182,17.3746602466667
1974,-46.5,-11.5,2016,7,36.0585123740741,16.220795908
1975,-46.5,-11.5,2016,8,39.6173852130435,17.51363165
1976,-46.5,-11.5,2016,9,41.3357833157895,17.8013264933333
1977,-46.5,-11.5,2016,10,37.60873795,19.4727256181818
1978,-46.5,-11.5,2016,11,40.16999511,19.4533335166667
1979,-46.5,-11.5,2016,12,38.3142700142857,19.2955458
1980,-46.5,-11.5,2017,1,33.4333292666667,19.0999959333333
1981,-46.5,-11.5,2017,2,25.24798584,NA
1982,-46.5,-11.5,2017,3,27.2885611428571,17.78333535
1983,-46.5,-11.5,2017,4,32.9672685181818,19.2716573083333
1984,-46.5,-11.5,2017,5,35.6539054521739,18.5266607238095
1985,-46.5,-11.5,2017,6,33.7651774074074,17.0457066190476
1986,-46.5,-11.5,2017,7,32.5236952037037,16.2315321730769
1987,-46.5,-11.5,2017,8,39.1292219923077,16.4807621846154
1988,-46.5,-11.5,2017,9,39.1816609666667,17.8591268782609
1989,-46.5,-11.5,2017,10,46.1199951190476,19.6337452
1990,-46.5,-11.5,2017,11,35.2849884,20.70399778
1991,-46.5,-11.5,2017,12,31.37598876,18.95999756
1992,-46.5,-11.5,2018,1,27.65999144,19.4233347666667
1993,-46.5,-11.5,2018,2,26.9833272166667,19.179992675
1994,-46.5,-11.5,2018,3,31.8299980125,18.58800048
1995,-46.5,-11.5,2018,4,30.6690840272727,18.392486575
1996,-46.5,-11.5,2018,5,31.62199555,17.7352324095238
1997,-46.5,-11.5,2018,6,32.187995608,16.5663576818182
1998,-46.5,-11.5,2018,7,34.951192636,15.991191404
1999,-46.5,-11.5,2018,8,37.519989005,17.7077721444444
2000,-46.5,-11.5,2018,9,40.786993415,17.9507634
2001,-46.5,-11.5,2018,10,39.0814209071429,20.1236322545455
2002,-46.5,-11.5,2018,11,39.589996325,18.3079956
2003,-46.5,-11.5,2018,12,35.76799318,17.9266560833333
2004,-46.5,-11.5,2019,1,33.2399930181818,18.5874939125
2005,-46.5,-11.5,2019,2,28.9599965333333,18.87499235
2006,-46.5,-11.5,2019,3,28.4699859666667,19.28749085
2007,-46.5,-11.5,2019,4,29.5288831888889,18.4228515714286
2008,-46.5,-11.5,2019,5,29.9499952555556,18.8904709571429
2009,-46.5,-11.5,2019,6,29.9026011608696,16.6026027521739
2010,-46.5,-11.5,2019,7,33.1381766636364,16.078993225
2011,-46.5,-11.5,2019,8,35.523994435,16.4491577125
2012,-46.5,-11.5,2019,9,43.017993165,19.5810450473684
2013,-46.5,-11.5,2019,10,41.28799135,20.8942740285714
2014,-46.5,-11.5,2019,11,37.0074882625,19.709995275
2015,-46.5,-11.5,2019,12,38.654998775,20.7749939125
2016,-46.5,-11.5,2020,1,35.04499815,20.7849922125
2017,-46.5,-11.5,2020,2,34.1533305,20.8199971333333
2018,-46.5,-11.5,2020,3,27.2066650333333,18.2799988
2019,-46.5,-11.5,2020,4,26.6911044666667,18.6942792571429
2020,-46.5,-11.5,2020,5,27.08999125,17.5766601583333
2021,-46.5,-11.5,2020,6,27.7208596956522,17.2163599227273
2022,-46.5,-11.5,2020,7,31.6892218923077,16.209597168
2023,-46.5,-11.5,2020,8,35.549595944,16.7254486090909
2024,-46.5,-11.5,2020,9,41.4333263619048,18.4488796666667
2025,-46.5,-11.5,2020,10,44.9769193230769,19.7307645461538
2026,-46.5,-11.5,2020,11,39.71599732,19.0399882
2027,-46.5,-11.5,2020,12,38.0039917,19.6024971
2028,-46.5,-11.5,2021,1,28.382492075,19.83499145
2029,-46.5,-11.5,2021,2,20.19999695,NA
2030,-46.5,-11.5,2021,3,27.45665485,17.7599792
2031,-46.5,-11.5,2021,4,31.1733296666667,19.56999205
2032,-46.5,-11.5,2021,5,34.0462436625,16.7124958
2033,-46.5,-11.5,2021,6,34.0188802166667,16.2431496157895
2034,-46.5,-11.5,2021,7,34.0791227869565,15.955195312
2035,-46.5,-11.5,2021,8,36.5685642809524,15.9771365142857
2036,-46.5,-11.5,2021,9,41.7133260066667,18.6012420625
2037,-46.5,-11.5,2021,10,36.9436284727273,20.4224967875
2038,-46.5,-11.5,2021,11,33.52000425,19.2599792
2039,-46.5,-10.5,2015,1,37.1516571083333,22.145704
2040,-46.5,-10.5,2015,2,35.9400024,21.6600037
2041,-46.5,-10.5,2015,3,32.2049942,22.41999815
2042,-46.5,-10.5,2015,4,30.86399536,21.9999949166667
2043,-46.5,-10.5,2015,5,32.4976393705882,21.0488823666667
2044,-46.5,-10.5,2015,6,32.43499298,19.4035213588235
2045,-46.5,-10.5,2015,7,34.0609019954546,19.3129362294118
2046,-46.5,-10.5,2015,8,36.7607597923077,19.5276096857143
2047,-46.5,-10.5,2015,9,41.6914207857143,20.89199677
2048,-46.5,-10.5,2015,10,42.5578886421053,22.70749473125
2049,-46.5,-10.5,2015,11,34.9483235666667,21.642490375
2050,-46.5,-10.5,2015,12,35.4083251916667,22.4474945125
2051,-46.5,-10.5,2016,1,33.2899933,NA
2052,-46.5,-10.5,2016,2,35.4327170636364,22.6927240545455
2053,-46.5,-10.5,2016,3,34.26399536,22.5342843142857
2054,-46.5,-10.5,2016,4,34.0527232909091,21.6836353545455
2055,-46.5,-10.5,2016,5,33.9533250611111,20.57749558125
2056,-46.5,-10.5,2016,6,33.349591052,19.9866565619048
2057,-46.5,-10.5,2016,7,34.9899937615385,18.7170308407407
2058,-46.5,-10.5,2016,8,38.0338369423077,19.3116595
2059,-46.5,-10.5,2016,9,39.4733247333333,20.4690884545455
2060,-46.5,-10.5,2016,10,39.9799926866667,21.1738398615385
2061,-46.5,-10.5,2016,11,38.7399953333333,21.0628487571429
2062,-46.5,-10.5,2016,12,34.75198976,21.04399414
2063,-46.5,-10.5,2017,1,32.39199218,21.1499939
2064,-46.5,-10.5,2017,2,32.6499939,NA
2065,-46.5,-10.5,2017,3,32.4799891714286,20.6899948
2066,-46.5,-10.5,2017,4,34.1199951111111,21.46199645
2067,-46.5,-10.5,2017,5,37.8226039782609,21.1199969058824
2068,-46.5,-10.5,2017,6,35.6674931833333,18.9272669
2069,-46.5,-10.5,2017,7,33.8740697814815,17.955992424
2070,-46.5,-10.5,2017,8,39.5081402814815,19.6363608590909
2071,-46.5,-10.5,2017,9,42.8891614375,20.7295558869565
2072,-46.5,-10.5,2017,10,46.5977681555556,22.37999472
2073,-46.5,-10.5,2017,11,37.49199216,22.627498625
2074,-46.5,-10.5,2017,12,34.805000275,22.0399983666667
2075,-46.5,-10.5,2018,1,34.6771371,21.8966623833333
2076,-46.5,-10.5,2018,2,32.506663,22.3899994
2077,-46.5,-10.5,2018,3,32.0466562833333,21.92666625
2078,-46.5,-10.5,2018,4,33.5599975583333,21.769989
2079,-46.5,-10.5,2018,5,33.5515715,21.1031494157895
2080,-46.5,-10.5,2018,6,33.8441594375,19.1324958833333
2081,-46.5,-10.5,2018,7,34.4429547296296,18.911989752
2082,-46.5,-10.5,2018,8,37.2076096380952,19.9846981176471
2083,-46.5,-10.5,2018,9,39.45199127,20.8571384928571
2084,-46.5,-10.5,2018,10,39.7872647363636,22.54999389
2085,-46.5,-10.5,2018,11,34.3699900166667,21.2899933
2086,-46.5,-10.5,2018,12,33.69999695,21.1333211333333
2087,-46.5,-10.5,2019,1,32.0563576545455,21.4149971
2088,-46.5,-10.5,2019,2,32.634979225,22.6733195333334
2089,-46.5,-10.5,2019,3,33.4839905,22.084999075
2090,-46.5,-10.5,2019,4,32.3171343,20.5111016111111
2091,-46.5,-10.5,2019,5,33.1706604,21.26374243125
2092,-46.5,-10.5,2019,6,33.0374946583333,19.7152346571429
2093,-46.5,-10.5,2019,7,34.12799196,18.95665995
2094,-46.5,-10.5,2019,8,37.2845417409091,19.032794188
2095,-46.5,-10.5,2019,9,43.9690870818182,21.3713033869565
2096,-46.5,-10.5,2019,10,42.2044372666667,22.38999634
2097,-46.5,-10.5,2019,11,37.659996025,21.9099922125
2098,-46.5,-10.5,2019,12,36.3933283666667,22.361663825
2099,-46.5,-10.5,2020,1,34.669990575,23.1533304833333
2100,-46.5,-10.5,2020,2,34.0899887,22.3159912
2101,-46.5,-10.5,2020,3,32.69999695,22.7599945
2102,-46.5,-10.5,2020,4,32.1244439111111,21.3599940714286
2103,-46.5,-10.5,2020,5,32.1507591769231,21.157135
2104,-46.5,-10.5,2020,6,32.45199279,19.8172663
2105,-46.5,-10.5,2020,7,33.9148050962963,18.8718109090909
2106,-46.5,-10.5,2020,8,36.7558237625,19.3224945083333
2107,-46.5,-10.5,2020,9,40.9181740636364,20.9599914611111
2108,-46.5,-10.5,2020,10,42.4242771714286,22.76199341
2109,-46.5,-10.5,2020,11,39.3066660666667,20.5566609666667
2110,-46.5,-10.5,2020,12,35.7699928375,21.23798827
2111,-46.5,-10.5,2021,1,33.9133232888889,21.83199768
2112,-46.5,-10.5,2021,2,32.7799835,NA
2113,-46.5,-10.5,2021,3,32.7099914666667,22.1466573
2114,-46.5,-10.5,2021,4,30.2533264333333,20.3299942
2115,-46.5,-10.5,2021,5,33.1359904,18.71732788
2116,-46.5,-10.5,2021,6,33.473991385,18.9536791263158
2117,-46.5,-10.5,2021,7,33.7999954125,18.7139109826087
2118,-46.5,-10.5,2021,8,37.1457069,18.7608616043478
2119,-46.5,-10.5,2021,9,40.6882270529412,20.9212417625
2120,-46.5,-10.5,2021,10,38.8642796142857,22.8939911
2121,-46.5,-10.5,2021,11,31.1799926666667,21.3699951
2122,-46.5,-10.5,2021,12,23.7599792,NA
2123,-46.5,-9.5,2015,1,33.9633255,22.0033264166667
2124,-46.5,-9.5,2015,2,28.8066508333333,21.4700012
2125,-46.5,-9.5,2015,3,33.2599792,20.994995125
2126,-46.5,-9.5,2015,4,29.8266703333333,21.4971357142857
2127,-46.5,-9.5,2015,5,30.8799918071429,20.7813313733333
2128,-46.5,-9.5,2015,6,31.1736723315789,19.5964624764706
2129,-46.5,-9.5,2015,7,32.5309004272727,19.0399925619048
2130,-46.5,-9.5,2015,8,36.4762889740741,19.28614925
2131,-46.5,-9.5,2015,9,42.2828485428571,21.537994395
2132,-46.5,-9.5,2015,10,41.979992675,22.84698945
2133,-46.5,-9.5,2015,11,39.8714250714286,22.12799074
2134,-46.5,-9.5,2015,12,37.4145369,23.1888800777778
2135,-46.5,-9.5,2016,1,36.05999755,22.7599945
2136,-46.5,-9.5,2016,2,36.3563537545455,22.88599547
2137,-46.5,-9.5,2016,3,33.242492675,22.5199933714286
2138,-46.5,-9.5,2016,4,34.1566619916667,21.24199219
2139,-46.5,-9.5,2016,5,33.1599940368421,20.6738422153846
2140,-46.5,-9.5,2016,6,31.5305822,20.8799918
2141,-46.5,-9.5,2016,7,33.7622149444444,19.51439576
2142,-46.5,-9.5,2016,8,36.7338421192308,20.2192230307692
2143,-46.5,-9.5,2016,9,39.50199128,21.57598877
2144,-46.5,-9.5,2016,10,37.4533267444444,22.31599427
2145,-46.5,-9.5,2016,11,38.6488816888889,21.7228524285714
2146,-46.5,-9.5,2016,12,33.8999939,22.1899872
2147,-46.5,-9.5,2017,1,31.1599935,22.4466654333333
2148,-46.5,-9.5,2017,2,32.1999816666667,NA
2149,-46.5,-9.5,2017,3,32.0999878,22.58999635
2150,-46.5,-9.5,2017,4,33.1885637571429,22.0044386111111
2151,-46.5,-9.5,2017,5,33.0704665476191,20.8505787529412
2152,-46.5,-9.5,2017,6,32.2566553708333,19.0136799052632
2153,-46.5,-9.5,2017,7,31.2055095758621,17.915996088
2154,-46.5,-9.5,2017,8,36.6851795296296,19.3772693863636
2155,-46.5,-9.5,2017,9,39.627991948,21.5518146772727
2156,-46.5,-9.5,2017,10,44.0385676785714,21.2146606466667
2157,-46.5,-9.5,2017,11,35.9514247571429,22.214277
2158,-46.5,-9.5,2017,12,33.76999665,21.779991125
2159,-46.5,-9.5,2018,1,34.329994225,21.8866679
2160,-46.5,-9.5,2018,2,28.58999635,22.1533203333333
2161,-46.5,-9.5,2018,3,32.0228489285714,21.179992675
2162,-46.5,-9.5,2018,4,31.4927201727273,20.7444356333333
2163,-46.5,-9.5,2018,5,31.3972639545455,20.43248939375
2164,-46.5,-9.5,2018,6,32.231990972,18.9783274333333
2165,-46.5,-9.5,2018,7,32.9274032074074,18.0846064615385
2166,-46.5,-9.5,2018,8,35.7991226913043,19.4391253913043
2167,-46.5,-9.5,2018,9,40.1326229736842,20.2333297666667
2168,-46.5,-9.5,2018,10,39.7466634,21.2933324166667
2169,-46.5,-9.5,2018,11,33.2114214142857,20.51999665
2170,-46.5,-9.5,2018,12,32.8133273777778,20.23999785
2171,-46.5,-9.5,2019,1,32.0599975375,22.0666605666667
2172,-46.5,-9.5,2019,2,31.43198852,19.645004275
2173,-46.5,-9.5,2019,3,30.4133199,22.13500215
2174,-46.5,-9.5,2019,4,33.34799806,21.1999955545454
2175,-46.5,-9.5,2019,5,32.3719950266667,20.8552892411765
2176,-46.5,-9.5,2019,6,31.615991216,19.4642060842105
2177,-46.5,-9.5,2019,7,32.5118430851852,17.8390401047619
2178,-46.5,-9.5,2019,8,34.4683278333333,18.7162905
2179,-46.5,-9.5,2019,9,40.0756477652174,20.8838035952381
2180,-46.5,-9.5,2019,10,38.61399537,22.7888861777778
2181,-46.5,-9.5,2019,11,33.1899986125,21.6288791222222
2182,-46.5,-9.5,2019,12,34.2171369285714,22.4288838555556
2183,-46.5,-9.5,2020,1,30.2599869,21.63599242
2184,-46.5,-9.5,2020,2,32.814994825,21.4599991
2185,-46.5,-9.5,2020,3,31.55999755,22.8999939
2186,-46.5,-9.5,2020,4,32.9799935571429,21.0866597666667
2187,-46.5,-9.5,2020,5,31.6399943083333,20.9749908375
2188,-46.5,-9.5,2020,6,30.1225997217391,19.6047581190476
2189,-46.5,-9.5,2020,7,32.1964220285714,18.681596672
2190,-46.5,-9.5,2020,8,34.9849929833333,18.1843420913044
2191,-46.5,-9.5,2020,9,39.7817316521739,20.8431557
2192,-46.5,-9.5,2020,10,41.3246084384615,21.3399938083333
2193,-46.5,-9.5,2020,11,35.5199991666667,20.4833272333333
2194,-46.5,-9.5,2020,12,36.38998415,20.5233256166667
2195,-46.5,-9.5,2021,1,32.6285618285714,22.24799806
2196,-46.5,-9.5,2021,2,30.6999918666667,NA
2197,-46.5,-9.5,2021,3,31.019989,21.2333272
2198,-46.5,-9.5,2021,4,28.4028538285714,19.459991425
2199,-46.5,-9.5,2021,5,31.981245025,18.5842786571429
2200,-46.5,-9.5,2021,6,31.060993955,18.3999968095238
2201,-46.5,-9.5,2021,7,32.2007634038462,18.32599181
2202,-46.5,-9.5,2021,8,35.117993165,18.0869538608696
2203,-46.5,-9.5,2021,9,37.83465984,20.7833226583333
2204,-46.5,-9.5,2021,10,36.4116566916667,22.3822157
2205,-46.5,-9.5,2021,11,30.5,22.1399841
2206,-46.5,-9.5,2021,12,31.1000061,NA
2207,-46.5,-8.5,2015,1,32.9133300833333,21.4099985666667
2208,-46.5,-8.5,2015,2,30.58000185,18.98999025
2209,-46.5,-8.5,2015,3,28.02000425,22.0599976
2210,-46.5,-8.5,2015,4,29.254997275,21.0799865833333
2211,-46.5,-8.5,2015,5,29.91856165,21.1999955545455
2212,-46.5,-8.5,2015,6,31.714991755,19.1811703
2213,-46.5,-8.5,2015,7,33.379189452,18.4609491238095
2214,-46.5,-8.5,2015,8,36.4492222653846,18.383992924
2215,-46.5,-8.5,2015,9,39.9190854136364,20.1876148047619
2216,-46.5,-8.5,2015,10,43.9471391928572,22.93333265
2217,-46.5,-8.5,2015,11,39.3599955222222,23.57199094
2218,-46.5,-8.5,2015,12,37.3644341111111,23.5999925222222
2219,-46.5,-8.5,2016,1,33.5333252,23.8800049
2220,-46.5,-8.5,2016,2,34.3516616833333,21.4488796666667
2221,-46.5,-8.5,2016,3,31.25499725,23.6799927
2222,-46.5,-8.5,2016,4,31.5074920625,20.6724929875
2223,-46.5,-8.5,2016,5,31.3114231642857,21.16374589375
2224,-46.5,-8.5,2016,6,30.5733273791667,20.0544399777778
2225,-46.5,-8.5,2016,7,33.3081405037037,18.772795416
2226,-46.5,-8.5,2016,8,36.25599244,19.2980898952381
2227,-46.5,-8.5,2016,9,38.5557098357143,21.6688774888889
2228,-46.5,-8.5,2016,10,38.1516621916667,22.29599
2229,-46.5,-8.5,2016,11,37.3299941875,21.3228541714286
2230,-46.5,-8.5,2016,12,33.08999635,22.0533243666667
2231,-46.5,-8.5,2017,1,30.8299814666667,21.6266581333333
2232,-46.5,-8.5,2017,2,30.3200073,NA
2233,-46.5,-8.5,2017,3,30.3866475333333,20.3733317
2234,-46.5,-8.5,2017,4,29.4422166555556,21.0349922125
2235,-46.5,-8.5,2017,5,30.70874215,20.6552878
2236,-46.5,-8.5,2017,6,30.8918096363636,18.85999146
2237,-46.5,-8.5,2017,7,31.3876859153846,17.3358268708333
2238,-46.5,-8.5,2017,8,36.4561485884615,18.9863586454545
2239,-46.5,-8.5,2017,9,38.7015287,20.0695601695652
2240,-46.5,-8.5,2017,10,41.4527199545455,21.7345386818182
2241,-46.5,-8.5,2017,11,34.8866577,22.49999235
2242,-46.5,-8.5,2017,12,31.5799942,19.9266560666667
2243,-46.5,-8.5,2018,1,28.6799926833333,21.739997875
2244,-46.5,-8.5,2018,2,29.38799438,21.9400024
2245,-46.5,-8.5,2018,3,30.80399169,20.73999025
2246,-46.5,-8.5,2018,4,30.25599364,21.4914245571429
2247,-46.5,-8.5,2018,5,30.906307831579,19.9011060888889
2248,-46.5,-8.5,2018,6,32.8699929392857,18.1886941521739
2249,-46.5,-8.5,2018,7,34.0162884703704,17.8258247333333
2250,-46.5,-8.5,2018,8,36.6886862086957,18.628991695
2251,-46.5,-8.5,2018,9,38.7246973411765,20.5654463454546
2252,-46.5,-8.5,2018,10,39.77199706,21.4199946461538
2253,-46.5,-8.5,2018,11,39.1666565,22.8866475333333
2254,-46.5,-8.5,2018,12,36.13000485,20.619995125
2255,-46.5,-8.5,2019,1,32.25,22.09999388
2256,-46.5,-8.5,2019,2,32.9499893,20.6799926666667
2257,-46.5,-8.5,2019,3,29.3299866,22.519989
2258,-46.5,-8.5,2019,4,30.6799876,21.2399953166667
2259,-46.5,-8.5,2019,5,31.1999952555556,20.8555450555556
2260,-46.5,-8.5,2019,6,31.4669481391304,19.50624465625
2261,-46.5,-8.5,2019,7,32.8824907958333,18.336988825
2262,-46.5,-8.5,2019,8,35.7361473653846,19.0374959416667
2263,-46.5,-8.5,2019,9,40.2647545142857,20.9899902388889
2264,-46.5,-8.5,2019,10,37.7428501857143,22.1519928
2265,-46.5,-8.5,2019,11,33.1628461571429,21.3199937555556
2266,-46.5,-8.5,2019,12,30.5624923875,21.8999972777778
2267,-46.5,-8.5,2020,1,28.9099884,21.7199910333333
2268,-46.5,-8.5,2020,2,31.0099945,22.9799881
2269,-46.5,-8.5,2020,3,31.2200012,22.4133300666667
2270,-46.5,-8.5,2020,4,29.0342756142857,19.2399902
2271,-46.5,-8.5,2020,5,29.57799379,20.85999146
2272,-46.5,-8.5,2020,6,29.7599919708333,19.2745389045455
2273,-46.5,-8.5,2020,7,31.648795172,17.811995856
2274,-46.5,-8.5,2020,8,34.4113000086957,17.6417342478261
2275,-46.5,-8.5,2020,9,39.0768336157895,19.9519999266667
2276,-46.5,-8.5,2020,10,40.6299947083333,21.1569190538462
2277,-46.5,-8.5,2020,11,37.1485595571429,21.31199338
2278,-46.5,-8.5,2020,12,35.9666544666667,21.8733266166667
2279,-46.5,-8.5,2021,1,33.094985975,22.8799947
2280,-46.5,-8.5,2021,2,31.0799866,NA
2281,-46.5,-8.5,2021,3,31.0599976,22.04998775
2282,-46.5,-8.5,2021,4,29.22499845,21.2399902
2283,-46.5,-8.5,2021,5,30.4506612266667,19.9072598545455
2284,-46.5,-8.5,2021,6,31.3922136055556,18.8239949466667
2285,-46.5,-8.5,2021,7,32.644792476,18.6971377285714
2286,-46.5,-8.5,2021,8,35.6818112545455,17.8085617857143
2287,-46.5,-8.5,2021,9,38.0499921642857,21.27374456875
2288,-46.5,-8.5,2021,10,32.6933237833333,23.0072714909091
2289,-46.5,-8.5,2021,11,30.2200012,22.2599792
2290,-46.5,-8.5,2021,12,18.1199951,NA
2291,-46.5,-7.5,2015,1,32.7333374,22.8224945125
2292,-46.5,-7.5,2015,2,29.9666646333333,22.8200073
2293,-46.5,-7.5,2015,3,30.4799805,21.80000305
2294,-46.5,-7.5,2015,4,31.2733256,23.1049957
2295,-46.5,-7.5,2015,5,31.0639923,21.8599936818182
2296,-46.5,-7.5,2015,6,32.18699492,20.1399948941177
2297,-46.5,-7.5,2015,7,33.9466590833333,20.1323765380952
2298,-46.5,-7.5,2015,8,36.2921660130435,19.5366605083333
2299,-46.5,-7.5,2015,9,39.7863095,22.2627202818182
2300,-46.5,-7.5,2015,10,40.8974933625,23.1999918555556
2301,-46.5,-7.5,2015,11,39.334999075,23.1714172285714
2302,-46.5,-7.5,2015,12,36.5899963333333,23.3127219454546
2303,-46.5,-7.5,2016,1,34.16999815,22.78999325
2304,-46.5,-7.5,2016,2,36.88999175,23.0874977125
2305,-46.5,-7.5,2016,3,33.0599976,24.34999085
2306,-46.5,-7.5,2016,4,32.54799196,22.0649948125
2307,-46.5,-7.5,2016,5,33.9138418384615,22.1639912866667
2308,-46.5,-7.5,2016,6,33.1536801052632,21.3936783631579
2309,-46.5,-7.5,2016,7,35.4215310961538,19.3460826043478
2310,-46.5,-7.5,2016,8,37.2436273772727,20.0977726592593
2311,-46.5,-7.5,2016,9,38.9499893166667,21.3583272416667
2312,-46.5,-7.5,2016,10,37.9516601666667,22.5800001222222
2313,-46.5,-7.5,2016,11,37.2911038111111,22.22999575
2314,-46.5,-7.5,2016,12,33.4066670666667,22.7466634
2315,-46.5,-7.5,2017,1,33.1000061,21.85198976
2316,-46.5,-7.5,2017,2,28.9799957,20.8099976
2317,-46.5,-7.5,2017,3,31.039978,23.13999935
2318,-46.5,-7.5,2017,4,33.1366577166667,22.57398987
2319,-46.5,-7.5,2017,5,32.8690879272727,21.0964624705882
2320,-46.5,-7.5,2017,6,32.8172690681818,20.1915700736842
2321,-46.5,-7.5,2017,7,33.393593748,18.6745369636364
2322,-46.5,-7.5,2017,8,37.689592284,20.5872677863636
2323,-46.5,-7.5,2017,9,40.0408248916667,21.29599457
2324,-46.5,-7.5,2017,10,41.7728511285714,22.7066650333333
2325,-46.5,-7.5,2017,11,35.08399046,22.9257115
2326,-46.5,-7.5,2017,12,33.4799881,22.8199899
2327,-46.5,-7.5,2018,1,30.4866536333333,22.5699971666667
2328,-46.5,-7.5,2018,2,30.1066487666667,21.7599792
2329,-46.5,-7.5,2018,3,30.914985625,NA
2330,-46.5,-7.5,2018,4,30.3999939333333,21.66799928
2331,-46.5,-7.5,2018,5,32.9442770714286,20.942491525
2332,-46.5,-7.5,2018,6,33.5976820653846,20.2025969130435
2333,-46.5,-7.5,2018,7,34.725592044,19.3654507772727
2334,-46.5,-7.5,2018,8,37.2095177,19.7466593333333
2335,-46.5,-7.5,2018,9,39.08499336875,21.3071332714286
2336,-46.5,-7.5,2018,10,36.5657086857143,22.6899937285714
2337,-46.5,-7.5,2018,11,34.47999878,23.5199992
2338,-46.5,-7.5,2018,12,35.1999939,22.5333251666667
2339,-46.5,-7.5,2019,1,33.05999755,22.61999512
2340,-46.5,-7.5,2019,2,29.94999695,21.06999205
2341,-46.5,-7.5,2019,3,26.9899902,23.72999575
2342,-46.5,-7.5,2019,4,30.77000425,22.3866628
2343,-46.5,-7.5,2019,5,32.5539917,21.56666056
2344,-46.5,-7.5,2019,6,34.5945351272727,19.9609447666667
2345,-46.5,-7.5,2019,7,33.6816597,19.3304284043478
2346,-46.5,-7.5,2019,8,36.2312953695652,19.3723740238095
2347,-46.5,-7.5,2019,9,39.1988830555556,22.1352880176471
2348,-46.5,-7.5,2019,10,35.5724907,22.2181784818182
2349,-46.5,-7.5,2019,11,33.6266479666667,22.4244351
2350,-46.5,-7.5,2019,12,33.03199462,22.0909035363636
2351,-46.5,-7.5,2020,1,30.955001825,22.7399902
2352,-46.5,-7.5,2020,2,28.36999515,23.8266601666667
2353,-46.5,-7.5,2020,3,30.604988075,16.8999939
2354,-46.5,-7.5,2020,4,30.0542820571429,22.44499205
2355,-46.5,-7.5,2020,5,31.07799379,22.5457066142857
2356,-46.5,-7.5,2020,6,30.7860784086957,19.9095565130435
2357,-46.5,-7.5,2020,7,34.1891619458333,18.863991704
2358,-46.5,-7.5,2020,8,36.4645371863636,18.8991234869565
2359,-46.5,-7.5,2020,9,38.4104701476191,20.5576405352941
2360,-46.5,-7.5,2020,10,38.5246089076923,22.54499055
2361,-46.5,-7.5,2020,11,32.51999512,22.3314209142857
2362,-46.5,-7.5,2020,12,30.999992375,23.0074959
2363,-46.5,-7.5,2021,1,31.8039917,23.46499635
2364,-46.5,-7.5,2021,2,29.0299988,22.56999205
2365,-46.5,-7.5,2021,3,27.6199951,22.5733337333333
2366,-46.5,-7.5,2021,4,33.02999875,23.0400085
2367,-46.5,-7.5,2021,5,31.7672674,20.0380005
2368,-46.5,-7.5,2021,6,31.704992685,19.5085638047619
2369,-46.5,-7.5,2021,7,34.0399912869565,18.9772671727273
2370,-46.5,-7.5,2021,8,36.2210452315789,17.8999955888889
2371,-46.5,-7.5,2021,9,35.83199157,22.2066589333333
2372,-46.5,-7.5,2021,10,32.7049942,22.8216603583333
2373,-46.5,-7.5,2021,11,34.1600037,22.1200053
2374,-46.5,-7.5,2021,12,32.1199951,NA
2375,-46.5,-6.5,2015,1,29.61999515,21.2999939
2376,-46.5,-6.5,2015,2,29.2399902,22.0400085
2377,-46.5,-6.5,2015,3,27.7799886333333,22.07998655
2378,-46.5,-6.5,2015,4,28.8666585,22.0333252
