-43.7317403454, -2.44019252671
-43.7006374855, -2.51794967641
-43.7006374855, -2.58015539616
-43.7472917754, -2.64236111592
-43.5295717562, -3.14000687397
-43.7628432053, -3.3110726033
-43.7472917754, -3.20221259373
-43.9805632244, -3.27996974342
-43.9961146544, -3.20221259373
-44.089423234, -3.23331545361
-44.1671803837, -3.23331545361
-44.2293861035, -3.26441831348
-44.353797543, -3.26441831348
-44.4315546927, -3.20221259373
-44.618171852, -3.48213833263
-44.5870689921, -3.83982122123
-44.8825461609, -3.90202694099
-45.0536118902, -3.7465126416
-45.3335376292, -3.87092408111
-45.3179861992, -4.08864410026
-45.1469204699, -4.32191554935
-45.11581761, -4.3841212691
-45.0847147501, -4.4618784188
-45.0691633202, -4.60184128825
-45.1624718998, -4.7418041577
-45.1313690399, -4.88176702716
-45.1313690399, -4.94397274691
-45.2868833393, -5.00617846667
-45.4735004986, -4.97507560679
-45.629014798, -4.89731845709
-45.7845290974, -4.7418041577
-45.893389107, -4.69514986789
-46.0022491165, -4.80400987746
-46.0178005465, -4.99062703673
-46.2199691357, -5.11503847624
-46.2044177057, -5.28610420557
-46.3599320051, -5.31720706545
-46.5309977345, -5.39496421515
-46.7642691836, -5.27055277563
-46.8109234734, -5.13058990618
-46.6709606039, -4.95952417685
-46.6709606039, -4.83511273734
-46.8264749033, -4.86621559722
-46.904232053, -4.8195613074
-46.9353349129, -4.61739271819
-46.8886806231, -4.50853270862
-46.8264749033, -4.43077555892
-46.9975406326, -4.41522412898
-47.0441949225, -4.29081268947
-46.9819892027, -4.18195267989
-46.904232053, -4.07309267032
-46.8886806231, -4.0264383805
-46.904232053, -3.96423266075
-46.9664377728, -3.82426979129
-46.9975406326, -3.69985835178
-47.0752977823, -3.63765263202
-47.0908492123, -3.90202694099
-47.2308120817, -3.99533552062
-47.2774663715, -4.07309267032
-47.3552235212, -4.21305553977
-47.4329806709, -4.27526125953
-47.4640835308, -4.32191554935
-47.4951863907, -4.3841212691
-47.6040464003, -4.44632698886
-47.68180355, -4.57073842837
-47.7906635595, -4.58628985831
-48.7393007858, -5.36386135527
-48.5993379164, -5.4571699349
-48.4127207571, -5.44161850496
-48.2883093176, -5.51937565466
-48.1638978781, -5.56602994448
-48.179449308, -5.70599281393
-48.3038607475, -5.73709567381
-48.2416550278, -5.8926099732
-48.3349636074, -5.95481569296
-48.3660664673, -6.14143285223
-48.3816178972, -6.34360144143
-48.6615436361, -6.49911574083
-48.6615436361, -6.67018147016
-49.1436379642, -6.91900434918
-49.205843684, -7.27668723778
-49.3458065534, -7.49440725693
-49.1591893942, -7.80543585571
-49.2369465439, -8.28753018383
-49.3924608433, -8.53635306285
-49.4080122732, -8.56745592273
-49.470217993, -8.64521307243
-49.5324237127, -8.72297022212
-49.5790780025, -8.80072737182
-49.6568351522, -8.84738166163
-49.719040872, -8.86293309157
-49.7501437319, -8.89403595145
-49.7812465917, -8.92513881133
-49.7967980217, -8.94069024127
-49.8434523115, -8.98734453109
-49.8745551714, -9.01844739097
-49.9056580313, -9.08065311072
-49.9212094612, -9.14285883048
-49.983415181, -9.28282169993
-50.0300694708, -9.31392455981
-50.0611723306, -9.36057884963
-50.0611723306, -9.43833599932
-50.0611723306, -9.50054171908
-50.0767237606, -9.53164457896
-50.1078266205, -9.57829886877
-50.1389294803, -9.64050458853
-50.1700323402, -9.67160744841
-50.2011352001, -9.7493645981
-50.2477894899, -9.85822460768
-50.2633409199, -9.88932746756
-50.3255466396, -10.029290337
-50.3566494995, -10.0759446268
-50.3722009294, -10.1225989166
-50.3877523594, -10.1848046364
-50.3877523594, -10.2314589262
-50.4188552192, -10.3247675059
-50.4344066492, -10.3714217957
-50.4499580791, -10.4491789454
-50.4966123689, -10.5269360951
-50.5277152288, -10.6046932448
-50.5743695186, -10.6824503945
-50.5899209486, -10.7446561142
-50.5899209486, -10.8379646938
-50.6054723785, -11.0090304232
-50.6365752384, -11.1178904327
-50.6521266683, -11.1800961525
-50.6521266683, -11.2578533022
-50.6521266683, -11.3667133118
-50.6987809582, -11.4600218914
-50.7609866779, -11.568881901
-50.7143323881, -11.5999847609
-50.6987809582, -11.6466390507
-50.7143323881, -11.7243962004
-50.729883818, -11.8021533501
-50.6521266683, -11.9110133596
-50.6521266683, -12.0198733692
-50.6987809582, -12.2375933884
-50.6676780983, -12.2997991081
-50.6676780983, -12.3464533979
-50.6676780983, -12.4553134075
-50.6832295282, -12.595276277
-50.6832295282, -12.6263791368
-50.6676780983, -12.6574819967
-50.6210238085, -12.7196877165
-50.6054723785, -12.7507905764
-50.5277152288, -12.844099156
-50.4655095091, -12.7196877165
-50.4033037893, -12.6730334267
-50.3099952097, -12.579724847
